ID;ParentID;Tipo;Secuencia;Descripción;Cliente;Vehículo;RefInterno;versión;Imagen;Consumo;Unidad;Sourcing;Código
2300;2295;Insumo;5; D8155-J-20-PERFIL J 14                  ;VWA;;;;;2; UN   ;; BARACK-02      
2301;2295;Insumo;6; PERFIL MEDIA FLECHA CIERRE APC TAOS 180 ;VWA;;;;;1; UN   ;; D4688 1/2 F 180
2302;2295;Insumo;7; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;8.75e-05; ROLL ;; ET-SATO-100X60 
2303;2295;Insumo;8; ETIQUETA POLIAMIDA 30 X 100 MT          ;VWA;;;;;0.06; MTS  ;; ETIQ 30100     
2304;2295;Insumo;9; HILO POLYESTER 20/3 NEGRO BILEVICH      ;VWA;;;;;0.000573; KG   ;; GM20W-49990    
2305;2295;Insumo;10; HILO 30/3 W4999 NEGRO BILEVICH          ;VWA;;;;;0.0007545; KG   ;; GM30W-49990    
2306;;Pieza Final;1;;VWA;;;;;;;;2GJ885900A-ICE 
2307;2306;Insumo;1; SANLEATHER III IS LE EXP CL68 TITANSCHWA;VWA;;;;;0.1327; MTL  ;; 124.603.0124-6 
2308;2306;Insumo;2; ESPUMA APC TRASERO CENTRAL VW TAOS      ;VWA;;;;;1; UN   ;; 2GJ885932      
2309;2306;Insumo;3; SOPORTE APC TRASERO CENTRAL TAOS        ;VWA;;;;;1; UN   ;; 5QM885916      
2310;2306;Insumo;4; BOLSA 35X40 CRISTAL VIRGEN              ;VWA;;;;;1; UN   ;; BA 35 40       
2311;2306;Insumo;5; PERFIL J CIERRE D8155 155 MM            ;VWA;;;;;1; UN   ;; D8155 J 155    
2312;2306;Insumo;6; PERFIL FLECHA CIERRE APC TAOS 155 MM    ;VWA;;;;;1; UN   ;; D8156 F 155    
2313;2306;Insumo;7; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;8.75e-05; ROLL ;; ET-SATO-100X60 
2314;2306;Insumo;8; ETIQUETA AUTOADHESIVA                   ;VWA;;;;;1; UN   ;; ET-SATO-50X20  
2315;2306;Insumo;9; ETIQUETA POLIAMIDA 30 X 100 MT          ;VWA;;;;;0.06; MTS  ;; ETIQ 30100     
2316;2306;Insumo;10; HILO POLYESTER 20/3 NEGRO BILEVICH      ;VWA;;;;;0.00046; KG   ;; GM20W-49990    
2317;2306;Insumo;11; HILO 30/3 W4999 NEGRO BILEVICH          ;VWA;;;;;0.000957; KG   ;; GM30W-49990    
2318;;Pieza Final;1;;VWA;;;;;;;;2GJ885901A-ICE 
2319;2318;Insumo;1; SANLEATHER III IS LE EXP CL68 TITANSCHWA;VWA;;;;;0.134; MTL  ;; 124.603.0124-6 
2320;2318;Insumo;2; ESPUMA APC TRASERO LATERAL VW TAOS      ;VWA;;;;;1; UN   ;; 2GJ885931      
2321;2318;Insumo;3; SOPORTE APC TRASERO LATERAL TAOS        ;VWA;;;;;1; UN   ;; 5QM885914C     
2322;2318;Insumo;4; BOLSA 35X50 CRISTAL VIRGEN              ;VWA;;;;;1; UN   ;; BA 35 50       
2323;2318;Insumo;5; PERFIL J CIERRE D8155 130 MM            ;VWA;;;;;1; UN   ;; D8155 J 130    
2324;2318;Insumo;6; PERFIL J CIERRE D8155 15 MM             ;VWA;;;;;2; UN   ;; D8155 J 15     
2325;2318;Insumo;7; PERFIL FLECHA CIERRE APC TAOS 155 MM    ;VWA;;;;;1; UN   ;; D8156 F 155    
2326;2318;Insumo;8; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;8.75e-05; ROLL ;; ET-SATO-100X60 
2327;2318;Insumo;9; ETIQUETA AUTOADHESIVA                   ;VWA;;;;;1; UN   ;; ET-SATO-50X20  
2328;2318;Insumo;10; ETIQUETA POLIAMIDA 30 X 100 MT          ;VWA;;;;;0.06; MTS  ;; ETIQ 30100     
2329;2318;Insumo;11; HILO POLYESTER 20/3 NEGRO BILEVICH      ;VWA;;;;;0.0004775; KG   ;; GM20W-49990    
2330;2318;Insumo;12; HILO 30/3 W4999 NEGRO BILEVICH          ;VWA;;;;;0.0006288; KG   ;; GM30W-49990    
2331;;Pieza Final;1;;VWA;;;;;;;;2GK-863-011 QUE
2332;2331;Insumo;1; HOLDER THROW IN MAT BLACK CLIP INFERIOR ;VWA;;;;;2; UN   ;; 15441E/3C0 864 
2333;2331;Insumo;2; COVER CAP THROW IN MAT SATINBLACK CLIP S;VWA;;;;;2; UN   ;; 15442-E/3C0 864
2334;2331;Insumo;3; N.T 100% PES DILOUR /C. 2,00 X 1,20     ;VWA;;;;;0.55; UN   ;;230915
2335;2331;Insumo;4; CINTA SARGA 25MM NEGRO                  ;VWA;;;;;8; MTS  ;;5826
2336;2331;Insumo;5; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;VWA;;;;;0.25; UN   ;; BA 60 90       
2337;2331;Insumo;6; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;0.00125; ROLL ;; ET-SATO-100X60 
2338;2331;Insumo;7; ETIQUETA POLIAMINADA 240X30MM           ;VWA;;;;;0.24; MTS  ;; ETIQ 240X30MM  
2339;2331;Insumo;8; HILO POLYESTER 20/3 NEGRO BILEVICH      ;VWA;;;;;0.0008; KG   ;; GM20W-49990    
2340;2331;Insumo;9; HILO 30/3 W4999 NEGRO BILEVICH          ;VWA;;;;;0.0012; KG   ;; GM30W-49990    
2341;;Pieza Final;1;;VWA;;;;;;;;2GK-863-011-A-Q
2342;2341;Insumo;1; HOLDER THROW IN MAT BLACK CLIP INFERIOR ;VWA;;;;;2; UN   ;; 15441E/3C0 864 
2343;2341;Insumo;2; COVER CAP THROW IN MAT SATINBLACK CLIP S;VWA;;;;;2; UN   ;; 15442-E/3C0 864
2344;2341;Insumo;3; N.T 100% PES DILOUR /C. 2,00 X 1,20     ;VWA;;;;;0.55; UN   ;;230915
2345;2341;Insumo;4; CINTA SARGA 25MM NEGRO                  ;VWA;;;;;8; MTS  ;;5826
2346;2341;Insumo;5; HILO NEGRO 20/3 VW                      ;VWA;;;;;1; MTS  ;; 583529.X-9224  
2347;2341;Insumo;6; HILO SATINSCHWARTZ CALORA 30/3          ;VWA;;;;;1.62; MTS  ;; 583650.X-9224  
2348;2341;Insumo;7; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;VWA;;;;;0.25; UN   ;; BA 60 90       
2349;2341;Insumo;8; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;0.25; ROLL ;; ET-SATO-100X60 
2350;2341;Insumo;9; ETIQUETA POLIAMIDA 30 X 100 MT          ;VWA;;;;;0.24; MTS  ;; ETIQ 30100     
2351;;Pieza Final;1;;VWA;;;;;;;;2H0867165P BAK 
2352;2351;Insumo;1; SANLEATHER IV IS LE CL68 TITANSCHWARZ   ;VWA;;;;;0.33; MTS  ;; 124.544.0066-0 
2353;2351;Insumo;2; RETICULANTE GV X 0.6 KG                 ;VWA;;;;;0.0029; BO   ;; AD - REGV0.6   
2354;2351;Insumo;3; ADHESIVO NC X 18 LTS FENOCLOR           ;VWA;;;;;0.086; BI   ;; AD-ADNC18      
2355;2351;Insumo;4; VINILO BONDEADO BISON MINI ESPUMA PU35 E;VWA;;;;;0.33; MTS  ;; VB-BM-PU35-4   
2356;;Pieza Final;1;;VWA;;;;;;;;2H0867166P BAK 
2357;2356;Insumo;1; SANLEATHER IV IS LE CL68 TITANSCHWARZ   ;VWA;;;;;0.33; MTS  ;; 124.544.0066-0 
2358;2356;Insumo;2; RETICULANTE GV X 0.6 KG                 ;VWA;;;;;0.0029; BO   ;; AD - REGV0.6   
2359;2356;Insumo;3; ADHESIVO NC X 18 LTS FENOCLOR           ;VWA;;;;;0.086; BI   ;; AD-ADNC18      
2360;2356;Insumo;4; VINILO BONDEADO BISON MINI ESPUMA PU35 E;VWA;;;;;0.33; MTS  ;; VB-BM-PU35-4   
2361;;Pieza Final;1;;VWA;;;;;;;;2H0867749      
2362;2361;Insumo;1;  BOLSA NYLON 40 X 20CM                  ;VWA;;;;;0.03; UN   ;; BOLSA 40X20CM  
2363;2361;Insumo;2; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;6.25e-05; ROLL ;; ET-SATO-100X60 
2364;2361;Insumo;3; ETIQUETA ILUSTRACION 20 X 50 MTS        ;VWA;;;;;0.005; MTS  ;; ETIQ 2050      
2365;2361;Insumo;4; FELPA DE VELCRO RETAINING STRAP VW AMARO;VWA;;;;;0.305; MTS  ;; RS-FELPA-25    
2366;2361;Insumo;5; GANCHO DE VELCRO RETAINING STRAP VW AMAR;VWA;;;;;0.08; MTS  ;; RS-GANCHO-25   
2367;2361;Insumo;6; HEBILLA PLASTICA RETAINING STRAP VW AMAR;VWA;;;;;1; UN   ;; RS-HEBILLA     
2368;;Pieza Final;1;;;;;;;;;;2H0967749      
2369;2368;Insumo;1;  BOLSA NYLON 40 X 20CM                  ;;;;;;0.03; UN   ;; BOLSA 40X20CM  
2370;2368;Insumo;2; ETIQUETA POLIAMIDA 30 X 100 MT          ;;;;;;0.005; MTS  ;; ETIQ 30100     
2371;2368;Insumo;3; ETIQUETA AUTOADHESIVA 5,5CM X 10CM      ;;;;;;0.03; UN   ;; ETIQ 5,5 X 10CM
2372;2368;Insumo;4; FELPA DE VELCRO RETAINING STRAP VW AMARO;;;;;;0.305; MTS  ;; RS-FELPA-25    
2373;2368;Insumo;5; GANCHO DE VELCRO RETAINING STRAP VW AMAR;;;;;;0.08; MTS  ;; RS-GANCHO-25   
2374;2368;Insumo;6; HEBILLA PLASTICA RETAINING STRAP VW AMAR;;;;;;1; UN   ;; RS-HEBILLA     
2375;;Pieza Final;1;;;;;;;;;;2H6863761B CSY 
2376;2375;Insumo;1; BUFFER EPDM-G45 171857145               ;;;;;;2; UN   ;; 022728         
2377;2375;Insumo;2; BISAGRA APB CENTRAL AMAROK              ;;;;;;1; UN   ;; 2H0863205C     
2378;2375;Insumo;3; CUBIERTA INTERIOR PLASTICA APB CENTRAL A;;;;;;1; UN   ;; 2H0863765C     
2379;2375;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;4.98; MTS  ;; 583650.X-9224  
2380;2375;Insumo;5; Hilo Ceramique Calora 15/3              ;;;;;;3.1; MTS  ;; 586471.X-9499  
2381;2375;Insumo;6; CINTA POLIESTER 20MM GRAMAJE 60G        ;;;;;;0.017; MT2  ;; CINTA 20MM-60G 
2382;2375;Insumo;7; GRAMPA DORKING 84-4.5                   ;;;;;;34; UN   ;; DK/1840450     
2383;2375;Insumo;8; INYECCION 2H6863761B                    ;;;;;;1; UN   ;; INY-2H6-761B   
2384;2375;Insumo;9; TORNILLO TP5X22-Q                       ;;;;;;2; UN   ;; N.907.397.04   
2385;2375;Insumo;10; Acella FK BK #2191 - TITANSCHWARZ BPE 2,;;;;;;0.14; MTL  ;; V8080101I1600A 
2386;;Pieza Final;1;;;;;;;;;;2H6863761B ICE 
2387;2386;Insumo;1; BUFFER EPDM-G45 171857145               ;;;;;;2; UN   ;; 022728         
2388;2386;Insumo;2; BISAGRA APB CENTRAL AMAROK              ;;;;;;1; UN   ;; 2H0863205C     
2389;2386;Insumo;3; CUBIERTA INTERIOR PLASTICA APB CENTRAL A;;;;;;1; UN   ;; 2H0863765C     
2390;2386;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;5; MTS  ;; 583650.X-9224  
2391;2386;Insumo;5; Hilo Titan/ Satinschwarz Calora 15/3    ;;;;;;3; MTS  ;; 586471.X-9224  
2392;2386;Insumo;6; BOLSA 35X40 CRISTAL VIRGEN              ;;;;;;1; UN   ;; BA 35 40       
2393;2386;Insumo;7; CINTA POLIESTER 20MM GRAMAJE 60G        ;;;;;;0.017; MT2  ;; CINTA 20MM-60G 
2394;2386;Insumo;8; GRAMPA DORKING 84-4.5                   ;;;;;;34; UN   ;; DK/1840450     
2395;2386;Insumo;9; INYECCION 2H6863761B                    ;;;;;;1; UN   ;; INY-2H6-761B   
2396;2386;Insumo;10; TORNILLO TP5X22-Q                       ;;;;;;2; UN   ;; N.907.397.04   
2397;2386;Insumo;11; Acella FK BK #2191 - TITANSCHWARZ BPE 2,;;;;;;0.14; MTL  ;; V8080101I1600A 
2398;;Pieza Final;1;;VWA;;;;;;;;2H6863761B IYO 
2399;2398;Insumo;1; BUFFER EPDM-G45 171857145               ;VWA;;;;;1; UN   ;; 022728         
2400;2398;Insumo;2; SANLEATHER III IS LE CL43 EXP PRT S085 L;VWA;;;;;0.1339; MTL  ;; 124.544.0075-1 
2401;2398;Insumo;3; BISAGRA APB CENTRAL AMAROK              ;VWA;;;;;1; UN   ;; 2H0863205C     
2402;2398;Insumo;4; CUBIERTA INTERIOR PLASTICA APB CENTRAL A;VWA;;;;;1; UN   ;; 2H0863765C     
2403;2398;Insumo;5; CUBIERTA EXTERIOR PLASTICA APB CENTRAL V;VWA;;;;;1; UN   ;; 2H0863766D     
2404;2398;Insumo;6; BOLSA 35X50 CRISTAL VIRGEN              ;VWA;;;;;1; UN   ;; BA 35 50       
2405;2398;Insumo;7; DESMOLDANTE DISSACOL HR 20 LT           ;VWA;;;;;0.000926; BI   ;; DISSACOL HR    
2406;2398;Insumo;8; GRAMPA DORKING 84-4.5                   ;VWA;;;;;34; UN   ;; DK/1840450     
2407;2398;Insumo;9; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;0.0001125; ROLL ;; ET-SATO-100X60 
2408;2398;Insumo;10; HILO JET BLACK 15/3 19-0303             ;VWA;;;;;0.00062; KG   ;; FX663TK-E0PTO  
2409;2398;Insumo;11; ISOCIANATO ISO-PLUS 1290                ;VWA;;;;;0.04; KG   ;; ISOPLUS 1290   
2410;2398;Insumo;12; TORNILLO TP5X22-Q                       ;VWA;;;;;2; UN   ;; N.907.397.04   
2411;2398;Insumo;13; POLIOL APB CENTRAL VW AMAROK            ;VWA;;;;;0.08; KG   ;; POLIPLUS FF629 
2412;2398;Insumo;14; TNT PP 80 GRS/M2 A 1,5  - Blanco ML     ;VWA;;;;;0.00933; MTL  ;; TPP80B-1.5     
2413;;Pieza Final;1;;VWA;;;;;;;;2H6863761B OIO 
2414;2413;Insumo;1; BUFFER EPDM-G45 171857145               ;VWA;;;;;2; UN   ;; 022728         
2415;2413;Insumo;2; SANLEATHER III IS LE CL43 EXP PRT S085 L;VWA;;;;;0.1339; MTL  ;; 124.544.0075-1 
2416;2413;Insumo;3; BISAGRA APB CENTRAL AMAROK              ;VWA;;;;;1; UN   ;; 2H0863205C     
2417;2413;Insumo;4; CUBIERTA INTERIOR PLASTICA APB CENTRAL A;VWA;;;;;1; UN   ;; 2H0863765C     
2418;2413;Insumo;5; CUBIERTA EXTERIOR PLASTICA APB CENTRAL V;VWA;;;;;1; UN   ;; 2H0863766D     
2419;2413;Insumo;6; BOLSA 35X40 CRISTAL VIRGEN              ;VWA;;;;;1; UN   ;; BA 35 40       
2420;2413;Insumo;7; DESMOLDANTE DISSACOL HR 20 LT           ;VWA;;;;;0.000926; BI   ;; DISSACOL HR    
2421;2413;Insumo;8; GRAMPA DORKING 84-4.5                   ;VWA;;;;;34; UN   ;; DK/1840450     
2422;2413;Insumo;9; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;VWA;;;;;0.0001125; ROLL ;; ET-SATO-100X60 
2423;2413;Insumo;10; HILO FLINT GRAY 30/3 16-5803            ;VWA;;;;;0.00045; KG   ;; FX284-12088E   
2424;2413;Insumo;11; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;VWA;;;;;0.00062; KG   ;; FX663TK-12088E 
2425;2413;Insumo;12; ISOCIANATO ISO-PLUS 1290                ;VWA;;;;;0.04; KG   ;; ISOPLUS 1290   
2426;2413;Insumo;13; TORNILLO TP5X22-Q                       ;VWA;;;;;2; UN   ;; N.907.397.04   
2427;2413;Insumo;14; POLIOL APB CENTRAL VW AMAROK            ;VWA;;;;;0.08; KG   ;; POLIPLUS FF629 
2428;2413;Insumo;15; TNT PP 80 GRS/M2 A 1,5  - Blanco ML     ;VWA;;;;;0.00933; MTL  ;; TPP80B-1.5     
2429;;Pieza Final;1;;;;;;;;;;2H6863761B PWA 
2430;2429;Insumo;1; SANLEATHER IV IS LE CL68 TITANSCHWARZ   ;;;;;;0.14; MTS  ;; 124.544.0066-0 
2431;2429;Insumo;2; TOPES BUFFER APB CENTRAL VW AMAROK      ;;;;;;2; UN   ;;171857145
2432;2429;Insumo;3; BISAGRA APB CENTRAL AMAROK              ;;;;;;1; UN   ;; 2H0863205C     
2433;2429;Insumo;4; CUBIERTA INTERIOR PLASTICA APB CENTRAL A;;;;;;1; UN   ;; 2H0863765C     
2434;2429;Insumo;5; CUBIERTA EXTERIOR PLASTICA APB CENTRAL V;;;;;;1; UN   ;; 2H0863766D     
2435;2429;Insumo;6; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;2.46; MTS  ;; 583650.X-9224  
2436;2429;Insumo;7; Hilo Savanna gold Calora 15/3           ;;;;;;4.92; MTS  ;; 586471.X-9720  
2437;2429;Insumo;8; GRAMPA DORKING 84-4.5                   ;;;;;;34; UN   ;; DK/1840450     
2438;2429;Insumo;9; ISOSCIANATO APB CENTRAL VW AMAROK       ;;;;;;0.04; KG   ;; ISOPLUS 1394   
2439;2429;Insumo;10; TORNILLO TP5X22-Q                       ;;;;;;2; UN   ;; N.907.397.04   
2440;2429;Insumo;11; LIMPIA CABEZAL MAQ ESPUMADO PD270       ;;;;;;0.03; KG   ;; PD270          
2441;2429;Insumo;12; POLIOL APB CENTRAL VW AMAROK            ;;;;;;0.08; KG   ;; POLIPLUS FF629 
2442;;Pieza Final;1;;;;;;;;;;2H6863761B SMC 
2443;2442;Insumo;1; TOPES BUFFER APB CENTRAL VW AMAROK      ;;;;;;2; UN   ;;171857145
2444;2442;Insumo;2; BISAGRA APB CENTRAL AMAROK              ;;;;;;1; UN   ;; 2H0863205C     
2445;2442;Insumo;3; CUBIERTA INTERIOR PLASTICA APB CENTRAL A;;;;;;1; UN   ;; 2H0863765C     
2446;2442;Insumo;4; CINTA POLIESTER                         ;;;;;;1; MTS  ;; CINTA 20MM-80G 
2447;2442;Insumo;5; GRAMPA DORKING 84-4.5                   ;;;;;;34; UN   ;; DK/1840450     
2448;2442;Insumo;6; FUNDA 2H6863761B SMC APB CENTRAL AMAROK ;;;;;;1; UN   ;; FUN-2H6-761B-SM
2449;2442;Insumo;7; INYECCION 2H6863761B                    ;;;;;;1; UN   ;; INY-2H6-761B   
2450;2442;Insumo;8; TORNILLO TP5X22-Q                       ;;;;;;2; UN   ;; N.907.397.04   
2451;;Pieza Final;1;;VWA;;;;;;;;2H7867363M BAK 
2452;2451;Insumo;1; SANLEATHER IV IS LE CL68 TITANSCHWARZ   ;VWA;;;;;0.33; MTS  ;; 124.544.0066-0 
2453;2451;Insumo;2; RETICULANTE GV X 0.6 KG                 ;VWA;;;;;0.0029; BO   ;; AD - REGV0.6   
2454;2451;Insumo;3; ADHESIVO NC X 18 LTS FENOCLOR           ;VWA;;;;;0.086; BI   ;; AD-ADNC18      
2455;2451;Insumo;4; VINILO BONDEADO BISON MINI ESPUMA PU35 E;VWA;;;;;0.33; MTS  ;; VB-BM-PU35-4   
2456;;Pieza Final;1;;VWA;;;;;;;;2H7867364M BAK 
2457;2456;Insumo;1; SANLEATHER IV IS LE CL68 TITANSCHWARZ   ;VWA;;;;;0.33; MTS  ;; 124.544.0066-0 
2458;2456;Insumo;2; RETICULANTE GV X 0.6 KG                 ;VWA;;;;;0.0029; BO   ;; AD - REGV0.6   
2459;2456;Insumo;3; ADHESIVO NC X 18 LTS FENOCLOR           ;VWA;;;;;0.086; BI   ;; AD-ADNC18      
2460;2456;Insumo;4; VINILO BONDEADO BISON MINI ESPUMA PU35 E;VWA;;;;;0.33; MTS  ;; VB-BM-PU35-4   
2461;;Pieza Final;1;;;;;;;;;;2H7885901BPUTV 
2462;2461;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;;;;;;1; UN   ;; 1058173X-04    
2463;2461;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;;;;;;1; UN   ;; 1087001X       
2464;2461;Insumo;3; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
2465;2461;Insumo;4; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
2466;2461;Insumo;5; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
2467;2461;Insumo;6; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.0003; KG   ;;8301093
2468;2461;Insumo;7; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;7.26; MTS  ;;8301094
2469;2461;Insumo;8; ETIQUETA AUTOADHESIVA                   ;;;;;;1; UN   ;; ET-SATO-50X20  
2470;2461;Insumo;9; Acella FK BK #0552 - ANTRAZIT - 2,00 MM ;;;;;;0.155; MTL  ;; V8089201I1600A 
2471;;Pieza Final;1;;;;;;;;;;2H7885901BQUTV 
2472;2471;Insumo;1; ESTRUCTURA APOYACAB CTRL WEU            ;;;;;;1; UN   ;; 1058174X       
2473;2471;Insumo;2; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
2474;2471;Insumo;3; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
2475;2471;Insumo;4; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
2476;2471;Insumo;5; ESPUMA APOYACAB CTRL WEU                ;;;;;;1; UN   ;; 1086600X       
2477;2471;Insumo;6; PLASTICO APOYACAB CTRL WEU              ;;;;;;1; UN   ;; 1086601X       
2478;2471;Insumo;7; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.00033; KG   ;;8301093
2479;2471;Insumo;8; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;7.7; MTS  ;;8301094
2480;2471;Insumo;9; ETIQUETA AUTOADHESIVA                   ;;;;;;1; UN   ;; ET-SATO-50X20  
2481;2471;Insumo;10; Acella FK BK #0552 - ANTRAZIT - 2,00 MM ;;;;;;0.11; MTL  ;; V8089201I1600A 
2482;;Pieza Final;1;;;;;;;;;;2H7885901BR UTV
2483;2482;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;;;;;;1; UN   ;; 1058173X-04    
2484;2482;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;;;;;;1; UN   ;; 1087001X       
2485;2482;Insumo;3; FUNDA 2H7885901BR UTV                   ;;;;;;1; UN   ;; FUN-2H7-901BR-U
2486;;Pieza Final;1;;;;;;;;;;2H7885901BS UTV
2487;2486;Insumo;1; ESTRUCTURA APOYACAB CTRL WEU            ;;;;;;1; UN   ;; 1058174X       
2488;2486;Insumo;2; ESPUMA APOYACAB CTRL WEU                ;;;;;;1; UN   ;; 1086600X       
2489;2486;Insumo;3; PLASTICO APOYACAB CTRL WEU              ;;;;;;1; UN   ;; 1086601X       
2490;2486;Insumo;4; FUNDA 2H7885901BS UTV                   ;;;;;;1; UN   ;; FUN-2H7-901BS-U
2491;;Pieza Final;1;;;;;;;;;;2H7885901L ICE 
2492;2491;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;;;;;;1; UN   ;; 1058173X-04    
2493;2491;Insumo;2; PLASTICO APOYACAB CTRL WEU              ;;;;;;1; UN   ;; 1086601X       
2494;2491;Insumo;3; ESPUMA APOYACAB LAT WEU                 ;;;;;;1; UN   ;; 1087001X       
2495;2491;Insumo;4; FUNDA 2H7885901L ICE                    ;;;;;;1; UN   ;; FUN-2H7-901L-IC
2496;;Pieza Final;1;;;;;;;;;;2HP885901D     
2497;2496;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;;;;;;1; UN   ;; 1058173X-04    
2498;2496;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;;;;;;1; UN   ;; 1087001X       
2499;2496;Insumo;3; FUNDA 2HP 885 901D AMAROK CLIP UNI      ;;;;;;1; UN   ;; FUN-2HP-901D   
2500;;Pieza Final;1;;VWA;;;;;;;;2HP885901D L18 
2501;2500;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;VWA;;;;;1; UN   ;; 1058173X-04    
2502;2500;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;VWA;;;;;1; UN   ;; 1087001X       
2503;2500;Insumo;3; Perfil J L40 x W21,2 mm (RPU)           ;VWA;;;;;2; UN   ;; 1093000X       
2504;2500;Insumo;4; Perfil J L140 x W21,2 mm (RPU)          ;VWA;;;;;1; UN   ;; 1094904X       
2505;2500;Insumo;5; Perfil Plano L220 x W12 mm (RPU)        ;VWA;;;;;1; UN   ;; 1109900X       
2506;2500;Insumo;6; Tejido Clip Uni Titan 1mm 1,80m         ;VWA;;;;;0.132; MTL  ;; 1943758X       
2507;2500;Insumo;7; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;VWA;;;;;0.000275; KG   ;;8301093
2508;2500;Insumo;8; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;VWA;;;;;7.26; MTS  ;;8301094
2509;2500;Insumo;9; ETIQUETA AUTOADHESIVA                   ;VWA;;;;;1; UN   ;; ET-SATO-50X20  
2510;;Pieza Final;1;;;;;;;;;;2HP885901F     
2511;2510;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;;;;;;1; UN   ;; 1058173X-04    
2512;2510;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;;;;;;1; UN   ;; 1087001X       
2513;2510;Insumo;3; General FUN-2HP-901 F                   ;;;;;;1; UN   ;; FUN-2HP-901 F  
2514;;Pieza Final;1;;VWA;;;;;;;;2HP885901F ICE 
2515;2514;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;VWA;;;;;1; UN   ;; 1058173X-04    
2516;2514;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;VWA;;;;;1; UN   ;; 1087001X       
2517;2514;Insumo;3; Perfil J L40 x W21,2 mm (RPU)           ;VWA;;;;;2; UN   ;; 1093000X       
2518;2514;Insumo;4; Perfil J L140 x W21,2 mm (RPU)          ;VWA;;;;;1; UN   ;; 1094904X       
2519;2514;Insumo;5; Perfil Plano L220 x W12 mm (RPU)        ;VWA;;;;;1; UN   ;; 1109900X       
2520;2514;Insumo;6; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;VWA;;;;;0.003; KG   ;;8301093
2521;2514;Insumo;7; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;VWA;;;;;7.26; MTS  ;;8301094
2522;2514;Insumo;8; ETIQUETA AUTOADHESIVA                   ;VWA;;;;;1; UN   ;; ET-SATO-50X20  
2523;2514;Insumo;9; Acella FK BK #2191 - TITANSCHWARZ BPE 2,;VWA;;;;;0.155; MTL  ;; V8080101I1600A 
2524;;Pieza Final;1;;;;;;;;;;2HP885901G     
2525;2524;Insumo;1; ESTRUCTURA APOYACAB CTRL WEU            ;;;;;;1; UN   ;; 1058174X       
2526;2524;Insumo;2; ESPUMA APOYACAB CTRL WEU                ;;;;;;1; UN   ;; 1086600X       
2527;2524;Insumo;3; PLASTICO APOYACAB CTRL WEU              ;;;;;;1; UN   ;; 1086601X       
2528;2524;Insumo;4; FUNDA 2HP 885 901G AMAROK CENTRAL CLIP U;;;;;;1; UN   ;; FUN-2HP-901G   
2529;;Pieza Final;1;;VWA;;;;;;;;2HP885901G L18 
